Car ID,Brand,Model,Price,Kilométrage,Mise en circulation,Carrosserie,Boite vitesse,Cylindrée,Nombre de portes,Puissance fiscale,Transmission,Énergie
104856,peugeot,508-gt-line,116 000DT,115 000km,3.202,Berline,Automatique,1600cm³,4.0,9cv,Traction,Essence
109368,peugeot,407,26 500DT,130 000km,1.2007,Compacte,Automatique,2000cm³,4.0,9cv,Traction,Essence
106041,peugeot,208,34 000DT,93 000km,3.2019,Citadine,Manuelle,1199cm³,5.0,5cv,Traction,Essence
106923,peugeot,508,51 000DT,145 000km,5.2018,Berline,Automatique,1600cm³,5.0,7cv,Traction,Essence
106173,peugeot,308,34 000DT,99 500km,12.2014,Compacte,Manuelle,1199cm³,5.0,5cv,Traction,Essence
108633,peugeot,207,27 500DT,290 000km,7.2011,Coupé,Manuelle,4000cm³,3.0,6cv,Traction,Diesel
109392,peugeot,3008,68 000DT,149 000km,8.202,SUV/4x4,Automatique,1199cm³,5.0,7cv,Traction,Essence
109388,peugeot,508,41 500DT,240 000km,6.2012,Berline,Manuelle,1560cm³,5.0,6cv,Traction,Diesel
108391,peugeot,partner,48 000DT,95 000km,8.2021,Utilitaire,Manuelle,1600cm³,2.0,5cv,Traction,Diesel
107091,peugeot,3008-gt-line,80 000DT,190 000km,8.2017,SUV/4x4,Automatique,1600cm³,4.0,6cv,Traction,Diesel
108433,peugeot,208,49 500DT,28 500km,4.2021,Citadine,Manuelle,999cm³,5.0,5cv,Traction,Essence
109364,peugeot,5008,95 000DT,145 000km,11.202,SUV/4x4,Manuelle,1200cm³,5.0,7cv,Traction,Essence
109361,peugeot,landtrek-double-cabine,97 000DT,30 000km,8.2023,Pick up,Manuelle,1900cm³,4.0,7cv,Intégrale,Diesel
109342,peugeot,407,23 000DT,376 000km,2.2005,Berline,Manuelle,1600cm³,4.0,6cv,Traction,Diesel
109065,peugeot,3008,76 000DT,112 000km,3.2019,SUV/4x4,Automatique,1600cm³,4.0,9cv,Traction,Essence
108182,peugeot,3008,105 000DT,55 000km,1.2022,SUV/4x4,Automatique,1598cm³,5.0,9cv,Traction,Essence
109326,peugeot,208,32 500DT,140 000km,2.2019,Citadine,Manuelle,1199cm³,4.0,5cv,Traction,Essence
108468,peugeot,2008,70 000DT,110 000km,12.202,SUV/4x4,Manuelle,3000cm³,5.0,6cv,Traction,Essence
108295,peugeot,308,47 000DT,148 500km,5.2019,Berline,Manuelle,1200cm³,5.0,6cv,Traction,Essence
108850,peugeot,4008,47 900DT,99 000km,2.2014,SUV/4x4,Manuelle,2000cm³,5.0,9cv,Traction,Essence
109305,peugeot,308-cc,38 000DT,150 000km,2.2012,Compacte,Manuelle,1000cm³,3.0,7cv,Traction,Essence
104718,peugeot,3008,95 000DT,30 000km,9.2018,SUV/4x4,Automatique,1600cm³,5.0,9cv,Traction,Essence
109288,peugeot,508,30 000DT,174 000km,7.2011,Citadine,Manuelle,1560cm³,4.0,6cv,Traction,Diesel
109276,peugeot,208,29 000DT,110 000km,10.2015,Citadine,Manuelle,1199cm³,5.0,5cv,Traction,Essence
109269,peugeot,2008,38 500DT,229 000km,6.2015,Berline,Manuelle,1199cm³,4.0,5cv,Traction,Essence
109259,peugeot,407,31 000DT,308 000km,11.2008,Berline,Manuelle,1600cm³,4.0,6cv,Traction,Diesel
106128,peugeot,308,39 000DT,188 000km,12.2017,Compacte,Manuelle,1300cm³,5.0,6cv,Traction,Essence
106958,peugeot,3008,89 000DT,70 000km,1.202,SUV/4x4,Automatique,1200cm³,5.0,6cv,Traction,Essence
109180,peugeot,rifter,84 000DT,123 000km,5.2021,Monospace,Manuelle,1499cm³,5.0,5cv,Propulsion,Diesel
109225,peugeot,208,34 000DT,65 000km,6.202,Compacte,Manuelle,998cm³,5.0,4cv,Propulsion,Essence
105790,peugeot,2008,36 000DT,162 000km,3.2014,SUV/4x4,Manuelle,1199cm³,5.0,5cv,Traction,Essence
107436,peugeot,landtrek-simple-cabine,78 000DT,45 000km,6.2023,Pick up,Manuelle,1910cm³,2.0,6cv,Propulsion,Diesel
106910,peugeot,208,29 000DT,110 000km,6.2015,Citadine,Manuelle,1199cm³,3.0,5cv,Traction,Essence
106586,peugeot,2008,34 000DT,136 000km,9.2014,SUV/4x4,Manuelle,1199cm³,5.0,5cv,Traction,Essence
106030,peugeot,2008,48 000DT,93 000km,7.2017,SUV/4x4,Manuelle,1200cm³,5.0,5cv,Propulsion,Essence
108923,peugeot,2008,40 000DT,96 000km,3.2015,SUV/4x4,Manuelle,1000cm³,5.0,5cv,Traction,Essence
108635,peugeot,508,95 000DT,111 000km,11.2019,Berline,Automatique,1300cm³,5.0,7cv,Propulsion,Diesel
109167,peugeot,3008,37 500DT,143 000km,6.2014,Autres,Manuelle,1598cm³,5.0,7cv,Propulsion,Essence
101674,peugeot,308,95 000DT,1 000km,2.2023,Compacte,Automatique,1000cm³,5.0,7cv,Traction,Essence
104848,peugeot,2008,56 000DT,120 000km,8.2018,Citadine,Automatique,1199cm³,5.0,6cv,Traction,Essence
108663,peugeot,508,28 000DT,215 000km,10.2012,Berline,Manuelle,1599cm³,5.0,7cv,Traction,Essence
109058,peugeot,2008,40 000DT,135 000km,10.2016,Citadine,Manuelle,1199cm³,4.0,5cv,Traction,Essence
108637,peugeot,206-plus,22 700DT,110 000km,11.2012,Citadine,Manuelle,1124cm³,5.0,4cv,Traction,Essence
109040,peugeot,308,49 999DT,89 000km,10.202,Compacte,Manuelle,1199cm³,5.0,6cv,Traction,Essence
109025,peugeot,301,24 500DT,202 000km,4.2018,Citadine,Manuelle,1199cm³,4.0,5cv,Traction,Essence
94617,peugeot,boxer,14 000DT,200 100km,6.2007,Utilitaire,Manuelle,1219cm³,2.0,7cv,Traction,Diesel
108984,peugeot,3008,90 000DT,120 000km,11.2019,SUV/4x4,Automatique,1498cm³,4.0,7cv,Traction,Diesel
108930,peugeot,3008,32 000DT,210 000km,1.201,Compacte,Manuelle,1600cm³,5.0,7cv,Traction,Essence
106636,peugeot,307,25 500DT,110 451km,6.2007,Cabriolet,Manuelle,1599cm³,3.0,8cv,Traction,Essence
108884,peugeot,208,32 500DT,100 000km,9.202,Coupé,Manuelle,920cm³,5.0,4cv,Traction,Essence
108240,peugeot,308,85 000DT,170 000km,4.2022,Berline,Automatique,999cm³,5.0,7cv,Intégrale,Diesel
108800,peugeot,308,53 000DT,82 500km,12.202,Berline,Manuelle,1200cm³,5.0,6cv,Traction,Essence
108779,peugeot,308,68 000DT,164 000km,5.2016,Compacte,Automatique,1598cm³,5.0,9cv,Traction,Essence
108687,peugeot,2008,35 000DT,132 000km,4.2014,SUV/4x4,Manuelle,1191cm³,5.0,5cv,Traction,Essence
108656,peugeot,207,26 500DT,260 000km,2.2012,Berline,Manuelle,1200cm³,5.0,5cv,Traction,Essence
108589,peugeot,207,27 400DT,226 000km,6.2009,Compacte,Manuelle,1560cm³,5.0,6cv,Traction,Diesel
108578,peugeot,505,5 000DT,350 000km,1.1995,Berline,Manuelle,2500cm³,4.0,9cv,Traction,Diesel
108530,peugeot,boxer,58 000DT,85 000km,6.2022,Autres,Manuelle,2198cm³,2.0,7cv,Traction,Diesel
102736,peugeot,407,35 000DT,244 000km,12.2007,Berline,Manuelle,2080cm³,4.0,8cv,Traction,Diesel
108504,peugeot,partner,42 500DT,122 490km,10.202,Utilitaire,Manuelle,1560cm³,4.0,5cv,Traction,Diesel
108482,peugeot,208,42 000DT,75 000km,3.2022,Berline,Manuelle,1199cm³,5.0,4cv,Propulsion,Essence
108407,peugeot,partner,47 000DT,114 000km,12.202,Utilitaire,Manuelle,1560cm³,4.0,5cv,Traction,Diesel
101971,peugeot,2008,54 000DT,40 000km,10.2018,SUV/4x4,Manuelle,1199cm³,5.0,5cv,Traction,Essence
108383,peugeot,208,28 000DT,104 000km,1.2018,Citadine,Manuelle,1499cm³,5.0,5cv,Traction,Essence
108354,peugeot,208,31 500DT,56 540km,5.2019,Compacte,Manuelle,1199cm³,5.0,4cv,Propulsion,Essence
108966,peugeot,208,28 000DT,116 000km,11.2019,Citadine,Manuelle,1199cm³,4.0,5cv,Traction,Essence
108599,peugeot,2008,80 000DT,156 000km,2.2021,SUV/4x4,Automatique,1199cm³,5.0,7cv,Traction,Essence
109061,peugeot,208,36 000DT,40 000km,8.202,Citadine,Manuelle,899cm³,5.0,4cv,Traction,Essence
102808,peugeot,2008,45 000DT,82 000km,11.2016,SUV/4x4,Manuelle,1199cm³,5.0,5cv,Traction,Essence
108629,peugeot,208,40 000DT,56 000km,6.2016,Citadine,Manuelle,1199cm³,5.0,5cv,Traction,Essence
